building_id,vegetation_presence,solar_panel_presence,facade_material,roof_type,window_wall_ratio,surrounding_green_space,green_certification,solar_installation,green_roof,year_built,insulation_type,hvac_type,building_function,energy_consumption_sqft,carbon_emission_tons,rainwater_harvesting,smart_systems,Environment Design,energy_efficiency_score
19304,0,0,concrete,flat,0.3,0.05,GreenMark,0,0,1980,eco,renewable,residential,5.0,1.0,1,0,Green,A
19305,0,1,concrete,green,0.43,0.4,,1,0,2021,none,conventional,industrial,54.04,25.09,1,1,Non-Green,A
19306,1,0,wood,green,0.41,0.53,LEED,0,1,2019,eco,renewable,residential,9.05,4.1,0,0,Green,D
19307,0,0,steel,flat,0.6,0.55,,0,0,1977,standard,renewable,commercial,22.77,10.32,0,1,Non-Green,C
19308,0,0,glass,flat,0.56,0.57,GreenMark,0,0,2004,eco,renewable,industrial,5.0,1.5,0,1,Non-Green,A
19309,1,1,concrete,flat,0.69,0.54,LEED,1,0,2003,none,conventional,commercial,32.25,15.25,0,0,Green,C
19310,1,0,wood,green,0.26,0.41,,0,1,1984,eco,conventional,institutional,12.18,5.25,0,1,Non-Green,B
19311,0,1,glass,flat,0.82,0.69,GreenMark,1,0,1986,eco,conventional,commercial,7.01,3.45,0,1,Green,A
19312,1,0,steel,green,0.59,0.12,BREEAM,0,1,1972,none,conventional,commercial,87.1,39.89,0,1,Non-Green,E
19313,1,0,concrete,flat,0.29,0.68,BREEAM,0,0,2011,none,conventional,residential,77.76,36.17,0,0,Green,E
19314,0,0,bamboo,flat,0.9,0.17,,0,1,1998,eco,renewable,residential,12.29,5.79,1,1,Non-Green,C
19315,0,0,bamboo,green,0.26,0.35,,0,0,1982,eco,conventional,industrial,13.81,7.08,0,0,Non-Green,A
19316,0,1,bamboo,green,0.8,0.13,GreenMark,1,1,1986,standard,conventional,institutional,12.68,6.16,0,0,Non-Green,B
19317,0,0,recycled,green,0.32,0.78,BREEAM,0,0,2009,none,conventional,commercial,5.0,1.08,1,1,Non-Green,A
19318,1,1,concrete,green,0.8,0.33,GreenMark,1,0,1961,eco,renewable,industrial,17.7,7.43,1,1,Green,D
19319,0,1,concrete,green,0.83,0.79,,1,0,1988,eco,renewable,institutional,5.0,2.55,0,0,Green,B
19320,0,1,steel,green,0.76,0.57,GreenMark,1,0,2004,none,conventional,institutional,56.87,26.53,0,1,Non-Green,D
19321,0,0,concrete,flat,0.78,0.49,BREEAM,0,0,2005,standard,renewable,residential,16.31,6.78,0,1,Non-Green,C
19322,0,1,concrete,flat,0.33,0.03,LEED,1,0,2006,standard,renewable,industrial,17.14,7.57,0,1,Non-Green,C
19323,0,0,concrete,green,0.82,0.12,GreenMark,0,0,1995,none,conventional,institutional,33.79,14.54,0,1,Green,B
19324,0,0,concrete,flat,0.73,0.47,LEED,0,0,1985,standard,renewable,residential,17.27,7.62,0,0,Green,D
19325,1,0,recycled,green,0.23,0.39,,0,0,1983,standard,conventional,industrial,30.38,13.49,1,0,Non-Green,B
19326,1,1,bamboo,flat,0.82,0.11,BREEAM,1,0,2016,none,conventional,residential,71.08,32.56,1,1,Green,E
19327,0,0,steel,flat,0.56,0.37,,0,1,2022,eco,conventional,industrial,37.59,16.64,0,0,Non-Green,C
19328,0,0,bamboo,flat,0.79,0.71,BREEAM,0,0,1980,eco,conventional,industrial,16.65,7.42,0,0,Non-Green,B
19329,0,0,wood,flat,0.22,0.14,,0,0,1984,standard,renewable,institutional,27.87,13.29,0,0,Green,D
19330,0,0,recycled,flat,0.63,0.77,BREEAM,0,0,2018,none,conventional,institutional,40.84,19.19,0,0,Green,C
19331,1,0,recycled,flat,0.26,0.64,BREEAM,0,1,1977,eco,conventional,industrial,19.08,8.41,1,0,Green,B
19332,1,1,steel,green,0.39,0.61,LEED,1,0,1978,eco,renewable,industrial,5.0,1.0,0,0,Non-Green,A
19333,1,0,bamboo,green,0.22,0.65,GreenMark,0,0,2016,eco,renewable,commercial,6.31,2.79,0,1,Green,B
19334,0,1,glass,green,0.42,0.38,BREEAM,1,1,1996,eco,conventional,institutional,6.32,3.43,0,0,Green,A
19335,1,1,bamboo,flat,0.3,0.41,LEED,1,0,1969,eco,conventional,industrial,15.43,7.16,0,0,Non-Green,C
19336,1,1,concrete,green,0.64,0.08,LEED,1,0,2010,standard,renewable,industrial,12.52,5.03,1,1,Green,C
19337,0,0,bamboo,green,0.78,0.0,GreenMark,0,0,1991,standard,renewable,institutional,16.51,7.16,1,1,Non-Green,D
19338,1,0,wood,green,0.44,0.41,,0,0,1962,standard,renewable,industrial,5.41,2.48,1,0,Non-Green,A
19339,0,0,glass,flat,0.54,0.63,,0,0,2000,standard,conventional,residential,91.55,41.63,0,0,Green,E
19340,0,0,wood,flat,0.54,0.74,GreenMark,0,0,1962,eco,conventional,residential,17.81,8.3,0,0,Green,D
19341,0,1,wood,green,0.53,0.46,,1,1,2020,standard,renewable,institutional,18.54,8.15,0,0,Green,C
19342,1,0,steel,green,0.32,0.04,LEED,0,0,2010,none,conventional,institutional,40.09,18.79,1,1,Green,D
19343,1,1,glass,flat,0.78,0.4,LEED,1,0,2023,eco,renewable,residential,5.0,1.0,0,0,Non-Green,A
19344,0,1,wood,flat,0.64,0.2,LEED,1,0,1994,eco,conventional,commercial,26.88,11.89,0,0,Green,D
19345,1,0,recycled,green,0.36,0.4,BREEAM,0,0,2006,standard,renewable,residential,5.0,1.0,0,0,Green,A
19346,0,1,bamboo,flat,0.85,0.42,BREEAM,1,0,2009,none,renewable,commercial,16.37,6.74,0,0,Non-Green,B
19347,0,0,wood,flat,0.27,0.77,GreenMark,0,1,2004,none,conventional,industrial,59.3,27.31,0,1,Green,D
19348,1,0,glass,green,0.33,0.75,BREEAM,0,0,1987,none,renewable,commercial,18.55,7.79,0,0,Green,C
19349,1,1,glass,green,0.84,0.8,GreenMark,1,0,1982,eco,conventional,institutional,5.0,1.0,1,0,Non-Green,A
19350,1,1,glass,green,0.79,0.33,LEED,1,1,2001,eco,conventional,commercial,8.07,4.56,0,1,Green,A
19351,1,0,bamboo,flat,0.68,0.39,GreenMark,0,0,1986,standard,renewable,institutional,29.99,13.32,0,1,Non-Green,E
19352,0,0,bamboo,green,0.22,0.12,GreenMark,0,0,1971,standard,renewable,commercial,10.7,4.38,1,1,Green,B
19353,0,0,steel,flat,0.75,0.67,BREEAM,0,0,1967,standard,renewable,commercial,10.07,5.48,0,0,Non-Green,C
19354,0,0,recycled,green,0.76,0.57,LEED,0,0,1975,none,conventional,residential,27.74,12.62,0,1,Non-Green,C
19355,1,1,glass,flat,0.76,0.53,LEED,1,0,2011,none,renewable,industrial,13.6,5.36,0,1,Non-Green,B
19356,1,1,recycled,green,0.47,0.02,,1,0,1993,none,conventional,commercial,50.26,22.02,0,0,Non-Green,B
19357,0,1,wood,green,0.26,0.55,GreenMark,1,0,1999,eco,conventional,residential,5.0,1.0,0,0,Green,B
19358,1,1,bamboo,flat,0.88,0.29,,1,1,2017,standard,conventional,commercial,75.55,33.74,1,0,Non-Green,D
19359,1,0,wood,green,0.45,0.55,GreenMark,0,0,1999,eco,renewable,institutional,5.0,1.0,0,1,Non-Green,A
19360,1,0,bamboo,green,0.63,0.01,LEED,0,1,1973,eco,renewable,commercial,5.0,1.0,0,0,Non-Green,A
19361,0,0,glass,green,0.68,0.79,GreenMark,0,0,1987,eco,renewable,residential,5.0,1.1,0,1,Non-Green,B
19362,1,1,recycled,green,0.73,0.19,,1,1,1970,eco,conventional,residential,11.37,4.61,1,0,Green,B
19363,1,1,bamboo,flat,0.87,0.47,BREEAM,1,0,2014,standard,conventional,commercial,19.89,9.87,1,1,Green,B
19364,1,1,steel,flat,0.32,0.58,BREEAM,1,0,1985,eco,renewable,commercial,5.0,1.87,0,0,Green,B
19365,1,0,bamboo,flat,0.82,0.33,BREEAM,0,0,1997,none,renewable,commercial,21.86,9.79,0,0,Non-Green,D
19366,0,0,bamboo,flat,0.48,0.62,LEED,0,1,1965,eco,conventional,industrial,15.44,7.25,0,0,Non-Green,C
19367,1,1,steel,flat,0.55,0.52,BREEAM,1,0,1994,standard,renewable,industrial,25.41,12.03,0,0,Non-Green,D
19368,0,0,steel,green,0.88,0.35,GreenMark,0,0,2019,eco,conventional,industrial,26.85,12.53,0,1,Non-Green,C
19369,1,1,concrete,flat,0.86,0.79,GreenMark,1,0,1984,standard,conventional,institutional,17.72,7.22,0,1,Green,B
19370,0,0,recycled,flat,0.82,0.33,BREEAM,0,0,1976,eco,conventional,residential,9.41,4.6,1,0,Non-Green,C
19371,0,0,concrete,green,0.26,0.73,,0,0,2018,none,renewable,commercial,35.15,16.23,1,0,Green,C
19372,1,1,wood,flat,0.35,0.44,,1,0,1989,eco,conventional,industrial,70.32,32.05,0,0,Green,E
19373,1,0,concrete,flat,0.68,0.42,,0,0,1969,none,conventional,institutional,48.43,22.63,1,1,Green,B
19374,0,1,steel,green,0.75,0.14,BREEAM,1,1,2015,standard,conventional,institutional,10.58,5.01,0,0,Non-Green,B
19375,1,1,bamboo,flat,0.56,0.42,LEED,1,0,1992,none,conventional,commercial,66.04,29.75,0,1,Non-Green,E
19376,1,0,concrete,flat,0.24,0.07,LEED,0,0,1984,standard,conventional,institutional,31.84,14.91,0,1,Green,C
19377,0,1,wood,flat,0.52,0.61,GreenMark,1,0,1986,eco,conventional,institutional,5.93,2.47,0,0,Green,A
19378,1,0,steel,green,0.83,0.17,,0,0,1979,standard,conventional,industrial,20.41,9.74,0,1,Green,A
19379,1,0,steel,flat,0.26,0.28,GreenMark,0,0,1983,standard,renewable,industrial,27.94,12.18,0,0,Non-Green,D
19380,1,1,steel,flat,0.88,0.64,GreenMark,1,0,2017,none,conventional,industrial,63.13,27.9,0,0,Non-Green,C
19381,0,0,glass,green,0.61,0.32,LEED,0,0,1982,none,conventional,residential,26.99,12.37,0,1,Green,C
19382,0,0,steel,flat,0.74,0.29,BREEAM,0,0,1992,standard,renewable,institutional,20.4,8.43,0,1,Green,D
19383,0,1,steel,green,0.62,0.59,GreenMark,1,1,1991,standard,renewable,industrial,25.21,11.16,0,1,Non-Green,D
19384,1,0,glass,flat,0.71,0.55,GreenMark,0,1,2023,standard,renewable,commercial,7.29,2.93,0,0,Non-Green,A
19385,0,1,steel,green,0.83,0.5,GreenMark,1,0,2022,none,conventional,institutional,5.0,1.98,1,0,Green,A
19386,1,1,concrete,flat,0.23,0.58,,1,1,2003,standard,conventional,residential,27.11,12.82,1,1,Green,B
19387,1,0,steel,green,0.87,0.76,BREEAM,0,0,1988,eco,renewable,institutional,9.52,3.53,0,1,Green,C
19388,1,0,wood,flat,0.31,0.16,BREEAM,0,0,1980,none,conventional,industrial,87.11,38.74,1,1,Non-Green,E
19389,1,0,glass,flat,0.33,0.01,BREEAM,0,1,2023,standard,conventional,commercial,53.22,23.57,0,0,Green,D
19390,0,0,steel,green,0.25,0.53,,0,1,2013,eco,conventional,commercial,10.88,5.01,0,1,Non-Green,A
19391,0,1,concrete,flat,0.52,0.08,,1,0,1973,eco,conventional,industrial,46.8,21.87,1,0,Non-Green,C
19392,0,1,wood,flat,0.37,0.63,,1,0,1992,standard,conventional,industrial,34.26,16.32,1,1,Non-Green,B
19393,1,0,steel,green,0.46,0.65,,0,1,1993,none,conventional,industrial,73.76,33.52,0,1,Non-Green,C
19394,0,0,glass,flat,0.41,0.34,LEED,0,0,1996,none,conventional,institutional,48.08,22.21,1,1,Green,D
19395,1,1,bamboo,green,0.8,0.64,BREEAM,1,0,1972,eco,conventional,commercial,19.6,8.26,0,0,Non-Green,C
19396,1,0,recycled,flat,0.56,0.51,GreenMark,0,1,1981,none,conventional,industrial,55.53,25.16,0,0,Non-Green,D
19397,0,1,glass,flat,0.56,0.44,LEED,1,0,1983,eco,renewable,commercial,5.38,1.68,0,0,Non-Green,B
19398,0,1,concrete,flat,0.41,0.69,LEED,1,0,1974,eco,renewable,residential,8.73,3.56,0,0,Green,C
19399,0,0,bamboo,green,0.77,0.22,,0,0,1972,eco,renewable,industrial,12.04,5.56,0,0,Non-Green,C
19400,1,0,steel,green,0.74,0.01,GreenMark,0,0,2004,none,renewable,residential,15.84,6.76,0,0,Green,B
19401,0,1,recycled,flat,0.77,0.28,,1,0,2006,standard,conventional,commercial,27.63,11.71,0,1,Green,B
19402,1,0,steel,flat,0.81,0.05,GreenMark,0,0,2014,standard,conventional,industrial,59.3,26.84,0,0,Non-Green,D
19403,0,0,wood,flat,0.82,0.49,,0,0,1999,standard,renewable,residential,18.15,8.59,0,1,Non-Green,C
19404,0,1,concrete,green,0.78,0.13,LEED,1,1,1966,eco,conventional,commercial,5.0,1.0,1,1,Green,A
19405,0,1,steel,green,0.27,0.39,BREEAM,1,0,1960,none,renewable,industrial,19.93,8.84,0,1,Non-Green,C
19406,0,0,steel,green,0.28,0.13,,0,1,1986,eco,renewable,institutional,10.56,3.94,0,0,Green,B
19407,1,0,recycled,flat,0.3,0.29,BREEAM,0,0,1987,standard,conventional,institutional,17.8,8.14,1,1,Green,C
19408,1,0,wood,flat,0.59,0.62,LEED,0,0,2001,standard,renewable,industrial,25.59,11.25,0,0,Non-Green,E
19409,0,0,glass,flat,0.38,0.33,LEED,0,1,2015,standard,conventional,industrial,12.05,6.06,0,1,Non-Green,A
19410,1,0,bamboo,flat,0.51,0.31,GreenMark,0,0,2009,eco,renewable,industrial,8.75,3.76,0,0,Non-Green,B
19411,1,0,concrete,green,0.46,0.25,GreenMark,0,0,1975,standard,conventional,industrial,43.15,19.19,0,0,Green,D
19412,0,0,steel,flat,0.8,0.12,LEED,0,0,2007,eco,renewable,residential,5.77,2.76,0,1,Non-Green,B
19413,0,0,steel,green,0.22,0.13,GreenMark,0,0,1977,standard,renewable,industrial,13.92,6.08,0,1,Non-Green,C
19414,1,0,wood,flat,0.34,0.06,BREEAM,0,0,1992,eco,renewable,commercial,7.71,4.0,0,1,Non-Green,C
19415,1,0,bamboo,flat,0.65,0.38,LEED,0,1,1996,standard,conventional,commercial,25.27,11.56,0,0,Non-Green,C
19416,1,0,concrete,green,0.62,0.73,LEED,0,0,1972,none,conventional,institutional,38.97,17.12,0,0,Green,D
19417,1,0,wood,flat,0.41,0.62,GreenMark,0,0,1995,eco,renewable,commercial,5.0,1.9,0,0,Green,B
19418,1,1,concrete,green,0.47,0.38,BREEAM,1,1,1975,standard,renewable,institutional,24.49,11.88,0,0,Green,E
19419,0,0,concrete,flat,0.85,0.51,,0,1,2009,standard,conventional,residential,57.26,25.67,0,1,Non-Green,D
19420,1,1,steel,flat,0.31,0.34,,1,0,1993,standard,conventional,institutional,34.45,16.0,0,0,Non-Green,B
19421,1,1,bamboo,flat,0.38,0.52,LEED,1,0,1984,eco,conventional,residential,5.94,2.72,0,1,Green,B
19422,0,0,wood,flat,0.51,0.33,LEED,0,1,2019,eco,renewable,institutional,5.0,1.53,1,0,Non-Green,C
19423,0,1,recycled,green,0.57,0.39,BREEAM,1,0,1987,standard,renewable,institutional,5.0,2.2,0,1,Green,B
19424,0,0,glass,green,0.67,0.08,,0,0,1978,eco,renewable,industrial,9.34,3.75,0,0,Non-Green,A
19425,0,0,wood,green,0.58,0.47,LEED,0,0,2008,none,conventional,industrial,26.29,11.94,1,0,Non-Green,C
19426,1,0,steel,green,0.58,0.51,BREEAM,0,0,2011,standard,renewable,residential,7.34,4.16,0,1,Non-Green,C
19427,1,0,steel,green,0.44,0.07,GreenMark,0,0,1972,none,conventional,residential,31.26,14.79,0,0,Green,B
19428,1,0,concrete,flat,0.75,0.1,GreenMark,0,1,2007,standard,renewable,institutional,28.98,13.18,0,1,Green,E
19429,1,0,glass,green,0.9,0.62,LEED,0,0,1974,eco,renewable,residential,6.18,3.31,0,1,Green,C
19430,0,1,bamboo,green,0.53,0.69,BREEAM,1,0,1989,eco,renewable,institutional,5.0,1.0,0,1,Green,A
19431,0,1,concrete,green,0.57,0.5,LEED,1,0,1970,standard,renewable,commercial,17.41,7.56,0,1,Non-Green,D
19432,1,0,steel,flat,0.35,0.04,LEED,0,0,2006,eco,conventional,residential,5.0,1.0,0,0,Green,A
19433,0,0,glass,flat,0.22,0.34,BREEAM,0,0,1983,none,renewable,institutional,8.12,3.8,0,1,Green,A
19434,1,0,glass,green,0.38,0.02,BREEAM,0,0,2015,standard,conventional,industrial,11.83,5.36,0,0,Non-Green,A
19435,1,0,wood,flat,0.27,0.66,BREEAM,0,1,1992,standard,renewable,residential,11.25,4.95,0,0,Green,C
19436,1,1,glass,green,0.57,0.04,BREEAM,1,1,1965,none,conventional,industrial,33.04,15.62,0,1,Non-Green,B
19437,1,0,wood,flat,0.44,0.47,GreenMark,0,0,2000,none,renewable,industrial,24.81,11.1,0,1,Non-Green,C
19438,0,0,recycled,flat,0.46,0.35,GreenMark,0,0,1998,eco,renewable,institutional,5.0,1.0,1,0,Green,A
19439,0,1,wood,flat,0.39,0.02,LEED,1,0,1982,none,renewable,industrial,20.98,8.82,0,0,Non-Green,C
19440,0,1,recycled,green,0.76,0.01,LEED,1,1,1975,standard,conventional,industrial,34.4,16.2,0,0,Green,D
19441,1,0,glass,green,0.34,0.22,,0,1,1964,eco,conventional,commercial,54.2,23.99,0,1,Non-Green,D
19442,1,0,concrete,flat,0.25,0.26,LEED,0,0,1988,none,renewable,commercial,24.67,10.53,0,0,Non-Green,D
19443,1,0,concrete,flat,0.24,0.42,,0,0,1988,standard,conventional,residential,53.26,23.73,0,0,Green,D
19444,1,0,concrete,green,0.9,0.39,GreenMark,0,0,2015,eco,renewable,residential,13.77,5.68,0,1,Green,D
19445,0,0,wood,green,0.41,0.46,,0,0,2002,eco,renewable,commercial,13.68,6.32,0,0,Green,C
19446,0,0,bamboo,flat,0.8,0.6,,0,0,1982,none,conventional,institutional,125.11,56.01,0,0,Green,E
19447,0,1,concrete,green,0.41,0.74,,1,0,1972,none,renewable,institutional,27.32,12.02,0,0,Non-Green,B
19448,0,0,glass,flat,0.24,0.55,LEED,0,0,2016,eco,renewable,commercial,9.08,4.57,0,0,Green,C
19449,0,0,wood,green,0.72,0.15,LEED,0,0,1997,none,conventional,institutional,11.98,6.3,1,0,Non-Green,B
19450,1,0,bamboo,flat,0.75,0.08,BREEAM,0,1,2003,none,renewable,commercial,11.31,5.73,0,0,Green,C
19451,1,0,recycled,green,0.32,0.42,BREEAM,0,0,1994,standard,renewable,institutional,8.33,3.34,1,0,Green,B
19452,1,0,recycled,flat,0.4,0.19,BREEAM,0,0,1967,none,conventional,commercial,53.15,23.5,0,0,Green,D
19453,0,0,wood,green,0.62,0.09,LEED,0,0,1963,eco,renewable,industrial,5.0,1.0,0,1,Non-Green,A
19454,1,0,wood,green,0.28,0.57,LEED,0,0,2015,eco,renewable,industrial,6.62,2.73,1,1,Green,B
19455,0,0,steel,green,0.63,0.78,LEED,0,0,2002,standard,conventional,industrial,7.97,3.86,0,0,Green,A
19456,0,0,wood,flat,0.25,0.36,LEED,0,1,1962,none,renewable,institutional,30.36,13.64,0,0,Green,E
19457,1,0,bamboo,flat,0.85,0.63,,0,0,2016,none,conventional,commercial,78.73,35.15,0,0,Non-Green,D
19458,1,0,glass,flat,0.55,0.03,BREEAM,0,0,2009,none,renewable,residential,30.47,13.98,1,1,Green,E
19459,0,0,recycled,flat,0.5,0.46,LEED,0,0,1996,eco,renewable,commercial,5.0,1.0,0,0,Green,A
19460,0,0,concrete,flat,0.68,0.31,LEED,0,1,1997,none,renewable,commercial,20.74,10.13,0,1,Non-Green,D
19461,1,0,glass,green,0.74,0.46,GreenMark,0,0,1972,none,conventional,residential,51.91,22.69,0,1,Non-Green,D
19462,1,1,bamboo,flat,0.61,0.22,GreenMark,1,1,1985,standard,conventional,industrial,22.5,9.74,0,0,Green,B
19463,0,1,steel,flat,0.2,0.47,BREEAM,1,0,1961,none,conventional,residential,58.5,27.4,0,0,Green,D
19464,0,0,concrete,flat,0.29,0.05,GreenMark,0,1,1988,none,conventional,residential,84.09,38.82,0,1,Green,E
19465,0,1,wood,flat,0.78,0.35,BREEAM,1,0,1960,eco,renewable,commercial,14.97,6.47,1,1,Green,D
19466,0,0,glass,flat,0.32,0.12,BREEAM,0,0,1998,eco,renewable,institutional,7.17,3.4,1,0,Non-Green,C
19467,0,1,glass,flat,0.28,0.11,GreenMark,1,0,1960,none,renewable,residential,19.23,8.52,0,1,Green,B
19468,0,0,glass,flat,0.36,0.54,,0,0,1975,none,renewable,institutional,47.01,21.25,0,0,Green,D
19469,1,0,bamboo,flat,0.23,0.04,BREEAM,0,0,1975,standard,conventional,industrial,26.96,12.88,0,0,Non-Green,C
19470,1,0,recycled,green,0.31,0.77,,0,0,1984,none,renewable,industrial,22.0,10.11,0,1,Green,B
19471,1,0,wood,flat,0.52,0.63,BREEAM,0,0,1960,standard,renewable,institutional,9.56,4.29,0,0,Non-Green,B
19472,1,1,recycled,green,0.5,0.53,GreenMark,1,1,1970,none,renewable,institutional,23.82,10.94,1,1,Green,D
19473,0,0,steel,flat,0.7,0.41,,0,1,1998,none,conventional,industrial,67.05,30.51,1,1,Non-Green,B
19474,1,0,concrete,green,0.26,0.73,,0,0,2002,eco,conventional,institutional,14.23,5.58,0,0,Non-Green,B
19475,0,0,steel,flat,0.24,0.06,LEED,0,0,2007,eco,conventional,institutional,29.22,12.4,0,1,Non-Green,D
19476,1,0,bamboo,flat,0.72,0.61,LEED,0,0,1978,standard,conventional,industrial,30.14,13.97,0,1,Non-Green,C
19477,0,0,bamboo,flat,0.54,0.05,GreenMark,0,0,2021,standard,conventional,industrial,30.71,13.54,0,0,Non-Green,B
19478,1,0,bamboo,flat,0.46,0.54,,0,0,2004,none,conventional,institutional,70.85,32.69,0,1,Non-Green,D
19479,0,0,wood,green,0.7,0.35,BREEAM,0,0,1985,standard,renewable,institutional,5.0,1.0,0,1,Green,A
19480,0,1,glass,flat,0.42,0.65,GreenMark,1,1,1992,standard,conventional,residential,12.24,5.72,1,0,Green,B
19481,0,0,glass,green,0.77,0.63,,0,0,1977,eco,conventional,industrial,18.88,8.43,1,0,Green,A
19482,0,0,glass,flat,0.23,0.55,BREEAM,0,1,2012,eco,renewable,residential,5.0,1.0,0,1,Green,A
19483,1,0,recycled,green,0.43,0.78,BREEAM,0,0,1964,standard,conventional,institutional,31.8,15.08,0,1,Green,D
19484,0,1,steel,flat,0.32,0.32,,1,0,2005,none,conventional,institutional,67.19,31.17,1,0,Green,C
19485,1,0,concrete,green,0.5,0.58,BREEAM,0,0,1976,none,conventional,residential,14.54,5.81,0,0,Green,A
19486,1,0,steel,green,0.76,0.05,,0,0,1989,none,conventional,industrial,41.33,18.69,0,0,Green,A
19487,1,1,bamboo,green,0.37,0.12,BREEAM,1,1,1993,none,conventional,residential,64.94,28.66,1,0,Green,E
19488,1,0,recycled,green,0.64,0.36,LEED,0,1,1963,standard,renewable,institutional,5.38,2.62,0,0,Non-Green,B
19489,1,0,glass,flat,0.73,0.08,LEED,0,0,1972,standard,conventional,industrial,40.51,18.46,0,1,Non-Green,D
19490,1,0,bamboo,green,0.62,0.38,GreenMark,0,0,2004,eco,conventional,institutional,15.18,7.41,0,0,Green,C
19491,1,1,wood,green,0.32,0.12,BREEAM,1,0,2003,none,conventional,institutional,36.3,17.22,0,1,Green,D
19492,1,1,steel,flat,0.79,0.36,GreenMark,1,0,2016,none,renewable,institutional,19.88,8.52,1,0,Green,B
19493,0,1,steel,flat,0.34,0.4,LEED,1,0,1999,standard,conventional,industrial,50.58,23.18,0,0,Non-Green,D
19494,0,0,steel,green,0.21,0.15,BREEAM,0,1,2014,none,conventional,institutional,32.43,14.22,1,0,Green,B
19495,0,0,concrete,green,0.61,0.1,GreenMark,0,0,2002,none,conventional,institutional,29.34,13.43,0,0,Green,B
19496,0,0,glass,flat,0.67,0.68,GreenMark,0,0,1988,eco,renewable,residential,9.64,3.61,1,1,Green,B
19497,0,1,recycled,green,0.65,0.32,GreenMark,1,1,1986,standard,conventional,industrial,27.25,11.69,1,0,Green,C
19498,0,1,glass,green,0.63,0.3,,1,0,1969,standard,renewable,residential,21.88,9.36,1,0,Green,C
19499,0,0,recycled,green,0.23,0.06,BREEAM,0,0,1964,eco,conventional,institutional,17.89,7.6,0,1,Green,C
19500,1,1,glass,green,0.46,0.19,LEED,1,1,1995,eco,conventional,industrial,29.34,13.05,1,0,Non-Green,D
19501,1,0,bamboo,flat,0.25,0.71,,0,0,1969,eco,conventional,residential,25.6,10.96,1,1,Non-Green,B
19502,1,0,recycled,flat,0.22,0.51,GreenMark,0,0,1979,standard,conventional,institutional,14.12,5.78,0,0,Green,B
19503,0,0,bamboo,flat,0.75,0.46,BREEAM,0,0,2014,none,renewable,commercial,34.29,16.11,0,1,Non-Green,E
19504,1,0,glass,flat,0.37,0.13,BREEAM,0,1,1969,none,renewable,institutional,26.64,11.75,1,0,Green,D
19505,0,0,concrete,flat,0.81,0.47,GreenMark,0,0,2007,eco,conventional,commercial,21.18,9.02,0,1,Green,C
19506,1,0,recycled,flat,0.57,0.4,GreenMark,0,0,2009,none,renewable,institutional,19.35,8.35,1,1,Non-Green,C
19507,1,1,concrete,green,0.85,0.75,LEED,1,0,1969,standard,conventional,commercial,18.9,9.47,0,0,Green,C
19508,1,1,bamboo,green,0.35,0.75,LEED,1,0,1972,eco,conventional,commercial,5.0,1.61,0,0,Green,B
19509,1,1,glass,flat,0.61,0.38,GreenMark,1,1,1961,none,renewable,residential,39.18,18.2,0,1,Green,E
19510,1,1,concrete,green,0.52,0.56,GreenMark,1,0,1975,none,renewable,commercial,15.92,6.74,0,1,Non-Green,B
19511,1,0,glass,flat,0.3,0.08,LEED,0,0,2016,eco,renewable,industrial,5.08,1.87,1,0,Non-Green,A
19512,1,0,steel,flat,0.77,0.61,BREEAM,0,0,1998,standard,renewable,institutional,11.26,5.83,0,0,Non-Green,B
19513,1,1,concrete,flat,0.6,0.2,GreenMark,1,1,1999,standard,renewable,commercial,20.08,9.43,0,1,Green,C
19514,0,0,wood,green,0.46,0.41,BREEAM,0,0,1987,eco,conventional,commercial,6.68,2.31,0,1,Green,B
19515,1,1,bamboo,flat,0.65,0.28,BREEAM,1,0,2006,standard,conventional,industrial,46.97,21.38,0,0,Non-Green,D
19516,1,1,concrete,flat,0.22,0.41,,1,0,1982,none,renewable,residential,15.91,7.22,0,0,Green,B
19517,0,1,steel,green,0.65,0.23,,1,1,1975,eco,conventional,commercial,7.86,4.11,0,0,Green,A
19518,0,0,concrete,green,0.44,0.48,,0,1,2017,eco,conventional,industrial,30.33,14.37,0,1,Green,B
19519,1,0,wood,green,0.8,0.79,,0,0,2004,none,conventional,institutional,60.97,28.5,0,0,Non-Green,C
19520,0,1,bamboo,flat,0.85,0.78,,1,0,1976,none,conventional,residential,29.41,14.13,1,0,Non-Green,B
19521,0,1,recycled,flat,0.43,0.26,LEED,1,0,2007,standard,renewable,institutional,5.0,1.0,0,0,Green,B
19522,0,1,concrete,green,0.37,0.52,GreenMark,1,0,1974,eco,conventional,commercial,8.22,4.62,0,0,Non-Green,B
19523,0,0,recycled,green,0.33,0.8,GreenMark,0,0,1973,none,renewable,commercial,16.37,6.54,0,1,Non-Green,C
19524,1,0,steel,flat,0.65,0.53,GreenMark,0,0,2005,eco,conventional,institutional,36.37,16.65,1,1,Non-Green,D
19525,0,1,wood,flat,0.83,0.32,GreenMark,1,0,2007,eco,renewable,institutional,13.3,6.21,1,0,Green,D
19526,0,1,glass,flat,0.22,0.76,LEED,1,1,2017,eco,conventional,commercial,30.16,13.55,0,1,Non-Green,D
19527,0,0,steel,flat,0.64,0.66,BREEAM,0,0,1984,standard,renewable,residential,10.31,4.04,0,1,Green,C
19528,1,0,glass,green,0.45,0.49,GreenMark,0,0,1991,standard,conventional,commercial,43.07,19.28,0,0,Non-Green,D
